protocol_number,speaker,text
7,ח' אילתה,"תכתוב: השר באמצעות הרשות. ד ליפשיץ : אין כאן בכלל חובה של פיקוח, כלומר אין הוראות של חובת פיקוח. אבל י ך: כתוב: ""עסקאות ... בהתאם לכללים""."
7,ד' ליפשיץ,"יש כללים אבל בלי פיקוח. "" ורדי: אדוני המשקל בין בתחום ה י ו ""ר יש לך כאן בעיה פילוסופית שאתה צריך להכריע בה. זו מערכת שיווי ההחלטות של השר שעם כל הכבוד לו יכול להיות שהוא לא יהיה איש מקצוע האנרגיה, לבין ה-P.U.C שיהיה מורכב - כך יש לקוות - מאנשי מקצוע שיקבעו את המנגנון. אי אפשר לברוח מזה, צריך לקבל החלטה כך או כך. ."
7,ר' פלד,קשרי הגומלין שהם מתייעצים ביניהם זה בעצם הפיתרון.
7,"ג' גל - היו""ר",הם יכום של > הוא יעשה ה-P.U.C. כדלקמן - מה ששייך להולכה בין יצרן פרטי לצרכן פרטי את זה
7,ד' ליפשיץ,"זה בעצם מה שהגדרנו בסעיף 16(א)(2) כ""שירותי תשתית ושירותי גיבוי""."
7,"ג' גל - היו""ר",את הניסוח תעשו אחר כך. מחיר העלות של ההולכה והגיבוי בין יצרן פרטי בסדר לצרכן פרטי ייקבע על-ידי ה-P.U.C.
7,א' שלגי,מחיר שירותי תשתית וגיבוי ייקבע על-ידי ה-P.U.C. הוועדה המשותפת לחוק משק החשמל 28/02/96 33-
7,"ג' גל - היו""ר","מחיר ה-P.U.C. ההולכה בין יצרן פרטי לספק השירות החיוני יהיה על-ידי השר בהתייעצות עם ש' ברובנדר: משפט שלמה, עושים ""ויחלוקו"". '"
7,ד' ליפשיץ,"בעצם את עסקאות הרכ י שה בסע י ף 16(א)(2) יקבע השר. עסקאות של שירותי תשתית ושירותי גיבוי יקבע ה-P.U.C. אי מעוז: העלות"" ואני 22 • נחזור לסע י ף בנוסח הכחול: ""הרשות תקבע את תעריפי החשמל על בסיס עקרון וכו'. מד ו בר שם על ה-P.U.C שאחראי על כל המכלול של קביעת תעריפי החשמל לא מבין מה הפיצול הזה. משפט שלמה לא תמיד עובד. אני לא יודע מה הולך כאן אחראי על כל מערכת התיערוף של החשמל ואתה לא יכול לעשות את הפיצול הזה לא רק זה. אני חושב שהוא צריך לקבוע טכניקת שוק כזו שהאספקה של החשמל תהיה יעילה. זה לא רק יצרנים פרטיים, יש גם יצרנים של חברת חשמל. מי אחראי לכך שהעלות של הפקת חשמל באמצעות תחנות כוח של חברת חשמל תהיה מינימלית? P.U.C-n ' "" ורדי: חברת חשמל"
7,א' מעוז,""" • ל-P.U.C אין say. ורדי: יש לו .say כשהוא לקבע את מה שנקרא rate base, הוא יוכל להחליט אלו דברים נכנסים ל-rate base ואלו דברים לא נכנסים."
7,ח' אילתה,", דרך אגב את זה עשינו גם עכשיו יש לנו ה-rate base,"
7,א' מעוז,"אם ה-P.U.C כן אחראי לזה, למה שהוא לא יהיה אחראי על הכל? ורדי: דרך אגב איפה כתוב שיש לו גישה לנתונים כדי שהוא יקבע את ה-rate base?"
7,"ג' גל - היו""ר","פרופ' אילתה, איפה אני טעיתי?"
7,ח' אילתה,"את המתכ ונת ה-P.U.C צריך להכין. השאלה אם יש ל-P.U.C סמכות לקבוע או שכדי לשמור על כבוד השר צריך להעביר את זה לשר אבל זה לא בהתייעצות עם זה לפי המלצה של הוא יחליט על סמך המלצה של ה-P.U.C, זאת אומרת לא הוא מעבד את זה. זאת ההצעה של י"
7,"ג' גל - היו""ר","מה זה ""שירותי תשתית""? הוועדה המשותפת לחוק משק החשמל 28/02/96 34- ורדי: הולכה וגיבוי. ש ברובנדר: • לא. הסברתי אתמול שכאשר אנחנו מדברים פה על דברים שונים שיש בהם מערכת שלמה של תעריפים שהם אינם תעריפים עבור צריכת חשמל אבל הם שירותים שנותנת חברת חשמל ומניתי אתמול לדוגמא עשרה סוגים של דברים: מחירי רשת, עלות ניתוק חשמל עלות תיקון בבית, החלפת נתיך, כל הדברים האלה אלו שירותי התשתית שאליהם התכוונו. - -"
7,"ג' גל - היו""ר","הולכה זה גם שירותי תשתית? א' של ג י : יש הגדרה בחוק ששירותי תשתית בניגוד לכל מה שאתה אומר מר ברובנדר זה ""מתן אפשרות לבעל רשיון להשתמש ברשת חשמל שאין לו זכויות לצורך העברת חשמל לאחר ולצורך חלוקת חשמל לאחר "". ש' ברובנדר: אבל תראה מה כתוב היום."
7,א' שלגי,"זה כתוב עכשיו, בוא נתייחס למה שכתוב עכשיו. את זה יקבע ה-P.U.C."
7,"ג' גל - היו""ר",זה מה שאמרתי קודם. אז איפה נשארה הבעיה? בין יצרן פרטי שצריך למכור רק לחברת חשמל--
7,א' מעוז,--לבעל רשיון ספק שירות חיוני.
7,א' שלגי,זה יהיה על-ידי השר בהתייעצות עם הרשות.
7,"ג' גל - היו""ר",שם אמרתי שאת זה יקבע השר בהתייעצות עם ה-P.U.C.
7,א' מעוז,מה יקבע השר ?
7,"ג' גל - היו""ר",את הכללים להתקשרות של יצרן פרטי עם חברת חשמל לא עם צרכן פרטי. ' א' של ג י : הכלל של capacity ו-energy זה כלל.
7,"ג' גל - היו""ר","אמרתי את זה משום שאת זה הוצאתי מכם לא משום שהמצאתי משהו. , א מען ז: זה הכלל. מה טכניקת השוק? אני מנסה להבין למה השר צריך לקבוע את זה. הוועדה המשותפת לחוק משק החשמל 28/02/96 ז' אפיק: משום שאחרת חברת החשמל, חס ושלום לא תקנה מאף אחד. "" שאשא: 35- השר • מישהו צריך לפקח. הוא קיבל עכשיו החלטה על חלוקת הסמכויות. זה חלק מסמכויות טכניקת השוק לא משנה פה מישהו יצטרך לקבוע."
7,א' מעוז,"צרכנים מונופסון. מאחר 90%-80% יש חברה שהיא מונופסון היא ספק מהותי. אני רוצה שתבינו את התמונה - הספק הזה רוכש מיצרנים פרט י ים מקבל חשמל מתחנת הכוח של חברת חשמל ומוכר לצרכנים. משקלו בשוק בוודאי יהיה אם לא 95%. חוץ מההתקשרות בין יצרנים פרטיים לבין גדולים, למעשה כל רכ י שת החשמל תהיה על ידו. זה גוף אדיר והוא נקרא אנחנו יודעים שלמונופסון יש נטייה להוריד את המחירים כלפי מטה. שנית, ואותו מונופסון הוא גם בעל רשיון להפקת חשמל קרוב לוודאי שהוא גם יפלה בין הכוח, כלומר בין רכישת חשמל מתחנות הכוח שלו לבין יצרן פרטי מאחר והשוק הוא לא משוכלל, אני צריך כאן מפקח שיפקח על השוק הזה ויבטיח רכישת חשמל בתנאים שוויוניים והוגנים כדי להבטיח תחרות במקטע הייצור. המועמד הטבעי שאני רואה לצורך זה הוא מנהל הרשות. פשוט מאוד. תחנות הזה "" ורדי: ' תעריפים קביעת מחירים קביעת כל החלק הזה הוא - אני אומר מה שאמרה ועדת ורדי המינימום שה-P.U.C צריך לעשות לפי דעתי."
7,"ג' גל - היו""ר",וכללי המיכרז? > ורדי: לפי דעתי כללי המיכרז הם חלק מהתעריף.
7,א' מעוז,זה חלק מהטכניקה.
7,ד' ליפשיץ,"מה זה כללי המכרז? זה בכלל דבר שלא ,, ורדי: - אני אומר שכל מה שקשור בחלקים המסחריים ה-penalties וכן הלאה צריך ה-P.U.C לקבוע."
7,ח' אילתה,"- מה משלמים כמה משלמים , מה ה י ו ""ר , אני עושה את זה היום באישור השר אז תחליטו אם אתם רוצים כך או אדוני אחרת. לי לא איכפת."
7,ר' פלד,"> רם > ורד, הקביעה הבסיסית, האסטרטגית נשמרת לממשלה מה האחוז של היצרנים הפרטי ים איזו מיכסה יוצאת מפעם לפעם. 17121 EN 1952 הוועדה המשותפת לחוק משק החשמל 28/02/96 36- "" לה ורדי: אני המשק. המחירים לא - • . יש רוצה להג י ד לכס שהממשלה לוקחת פה רברס. כשאנחנו הצגנו את הדו""ח, אגף התקצ י ב ים אמר : 'מה פתאום שאנחנו נוציא מידינו את הכוח שאנחנו נשב ונסתכל לתוך כל המחירים?', כי אנחנו כתבנו שהשיטה של ה-P.U.C, של רשות ציבורית לקביעת מחירים, מקוס לא רק בחשמל אלא גם במים, בבזק וכן הלאה. באיזושהי נקודה פתאום בא אגף התקציבים - בני שרון הוביל אז את המהלך והעניין מאוד מצא חן בעיניהם. הם אמרו: ' עכש י ך אנחנו הולכים ונותנים הצעה שיעשו P.U.C בכל התחומים האלה' יש ועדת ייעול עכש י ך אני רואה שהממשלה קצת נבהלה מכך שהיא הסכימה לתת את האחריות על לגוף ציבורי ואותי זה מצער, מפני שלפי דעתי אם שר עושה את מלאכתו פלסתר יחליפו אותו; אם ה-P.U.C יעשה את מלאכתו פלסתר, בסופו של דבר יהיה לחץ ציבורי וטע נות תרעומת ויחליפו אותו, כמו כל רשות ציבורית שלא עושה את העבודה טוב. לכן לפ י דעת י זה טוב גם לכם, זה טוב למשק החשמל, זה טוב ליצרנים הפרטיים שיהיה גורם שיש לו מחוייבות להיות אובייקטיבי. יכול להיות שפעם הוא יקבע נגדכם ופעם הוא יקבע בערכם אבל הוא יעשה את זה שקוף accountable והוא צריך להסביר. בארצות-הברית יש ה-P.U.C לא רכרל להחליט החלטות ארביטרריות, הוא צריך לנמק אותן. לפי דעתי גם פה הוא צריך לנמק אותן ובן-אדם יכול להגיש בג""ץ (הוא גם יכול להגיש בג""ץ השר ( מה י צא מזה אם זה יהיה טוב לחברת חשמל או רע לחברת חשמל במקרה אי אפשר לדעת. שר אחד יכול להגיד: אני אוהב את חברת חשמל ואני נותן לה ג ר ב ר < ושר אחר יכול להגיד: אני אוהב את היצרנים הפרטיים. ,hearing נגד קונקרטי ' • -"
7,"ג' גל - היו""ר","אם ה-P.U.C. "" ורדי: - ' אני מפרש את מה שאתה אומר אתה אומר שכל סוגי התשלומים ייקבעו על-ידי כן התשלומים וההתנאות בקשר לתשלומים. זה גם מה שאמרנו בדו""ח. מוסנזון: אני מספיק. ח י י ב להג יד דברים די קשים לידידיי הנלהבים. אני חושב שאתם לא מעודכנים אני נתתי לך נייר שבעצם אותה הרפורמה האנגלית שאתם כל כך מתלהבים לחקות אותה--"
7,א' מעוז,"אני עדיין מתלהב ממנה. מוסנזון: היא wheeling wheeling - ' wholesale - התמוטטה היא כבר לא קי י מת והשד יודע מה יקרה אותו נושא של retail אני חושב שגם לא עיינתם בזה מספיק לעומק שעליו אתם מדברים, זה לא בין חברות חשמל, וההבדל הוא גדול מאוד. הוא לא עובד בשום הוא בע י ה והוא נכשל בכל מקום שהוא נעשה, אנחנו בנינו בחוק הזה את הרשות הזאת עם התפיסה שלה על מנת שהיא תוכל לבצע תפקיד חשוב ממדרגה ראשונה שהוא מוגדר היטב בחוק קביעת המחירים לצרכנים של מירב האספקה. אתם, על-ידי כל ההתלהבויות האלה, הולכים ומשבשים את הדבר הזה. מקום,"
7,א' מעוז,"את זה ל-P.U.C, ויוסי ורדי אני ואתה נלך ל-P.U.C ונייעץ לו איך לעשות תשאיר את זה בדרך הטובה ביותר ורדי: אני לא מייעץ לאף אחד. הוועדה המשותפת לחוק משק החשמל 28/02/96 37-"
7,"ג' גל - היו""ר","אנה שניידר בהנחה שאנחנו נותנים את כל נושא התעריפים ל-P.U.C, מה יהיה כתוב בסעיף 19(ב)?"
7,א' שניידר,"אני ' (2) (N) 16 חושבת שבסעיף 19(ב) יהיה צריך להיות כתוב כך: ""עסקאות עם בעל רשיון ספק ו- (3) ובסעיף קטן (א), ייערכו בהתאם לכללים כאן אני מורידה את המילה ""תשלומים"" ""לקביעת כמויות - שירות חיוני כאמור בסעיף שי קבע השר, ובהם עקרונות"" חשמל שירותי תשתית ושירותי גיבוי ייקבעו על-ידי הרשות"". - ומועדי רכישה לפ י העניין"", ן עכש י ך יבוא: ""כללים בדבר תשלומים עבור מתן ס' אלחנני: לא הוא רוצה שכל התשלומים ייקבעו על-ידי הרשות. א שניידר: אז ""כללים בדבר תשלומים-- קריאה: תשלומים ותעריפים."
7,א' שניידר,"עכש י ך בסעיף רשיון אני חר זרת להגדרה של תעריפים. אם תשימו לב ההגדרה של ""תעריפים"" ההגדרות היא: 'כל ם רגי התשלומים שמשלם צרכן או בעל רשיון ייצור או בעל > י צור עצמי לבעל רשיון ספק שירות חיוני, לרבות תשלומים עבור מתן שירותי ושירותי ג י ב ו י "" כלומר, הכל ביחד. אם להכל ביחד קוראים תעריפים, לא צריך כבר בעצם לכתוב כלום כי הרשות קובעת את התעריפים. תשתית •"
7,ד' ליפשיץ,", אבל את צר כה לכלול פה גם רכישה. זאת אומרת יש לך רק מה שמשלם צרכן לבעל רשיון ספק שירות חיוני ב' אבלין: אנה שניידר הכניסה גם 'לא צרכן להגדרה של תעריפים. עצמי."
7,ד' ליפשיץ,"סליחה, לא נאמר זה גם הרשות קובעת ? כאן אם זה כולל גם תעריפים עבור שירותי גיבוי לבעל ייצור "" ורדי: בר רדאי כולל כל התעריפים."
7,א' שניידר,אז ההגדרה של תעריפים צריכה להישאר כמו היא.
7,ד' ליפשיץ,לא צריך להרחיב אותה
7,א' שניידר,"בואו נראה את ההגדרה של תעריפים כדי לסכם. ההגדרה תהיה: ""תעריפים כל סוגי שמשלם צרכ ן בעל רשיון ליצור או בעל רשיון ייצור עצמי לבעל רשיון ספק שירות חיוני, לרבות השלושים עבור מתן ש "" י • רשות שירותי גיבוי"". התשלומים ' הוועדה המשותפת לחוק משק החשמל 28/02/96"
7,ד' ליפשיץ,"זה בסדר, רק במקום ""בעל רשיון ייצור"" זה צריך להיות ""יצרן חשמל פרטי"". א' שניידר: יש לנו הגדרה כזאת?"
7,ד' ליפשיץ,"כן , כי יצרן חשמל פרטי זה גם בעל רשיון ייצור."
7,א' שניידר,"בסדר עכש י ך \. (1) 19 38 נעבור לסע יף ""תשלומים"", כלומר יהרה כתן ב : העניין"", ולמחוק בכלל את הם < פה במסגרת תפקידי הרשות. בס ע י ף 19 (ב) אני מציעה למחוק את המילה ""עקרונות לקביעת כמויות חשמל ומועד רכישה לפ< ""כללים בדבר תשלומים"" וכו' - כי זה נמצא כבר - "" ורדי: את צריכה גם לקבוע שמעת לעת זה--"
7,א' שניידר,"אז אפשר לכתוב ""ושינויים"". את זה סיכמנו. כלומר: ""כמויות חשמל ומועד רכישה ומועדי שינויים לפי העניין"". ב' אבלין: ""בהתאם לכללים שיקבע השר זה > י שאר ?"
7,א' שניידר,"כן אבל בלי תשלומים. ,"
7,"ג' גל - היו""ר","אני מציע להוסיף: ""בהתאם לכללים שיקבע השר בהתייעצות עם הרשות""."
7,א' שניידר,"בסדר • ן בכך: ""בהתאם לכלל רם ש י ק בע השר בהתייעצות עם הרשות, ובהם עקרונות לקביעת כמויות חשמל מועדי רכישה ומועדי שינויים לפי העניין"". והסיפה ""כללים בדבר תשלומים"" וכו' נמחקת. :(1)19 ""בעל רש י ו ן ייצור עצמי רשאי למכור חשמל לבעל רשיון ספק שירות סעיף חיוני, כפי שיוסכם בין הצדדים"". ורדי: זה לא נראה לי נראה לי: על פי מה שתקבע הרשות."
7,ש' ברובנדר,"לא, זה לא פשוט. זה לא רשות, זה רשיון. זו עיסקה מרצון בין יצרן עצמי שיש לו עודפים והוא מוכר את זה בעסקאות, אין פה בכלל שאלה של פיקוח. ורדי: אתם אומרים בדיוק דבר הפוך לגמר < ממה שסוכם לפני שתי דקות. ש' ברובנדר: אבל זו קבוצה אחרת. הוועדה המשותפת לחוק משק החשמל 28/02/96 39 -"
7,א' שלגי,זן קבוצה אחרת. אמרנו שכל העסקאות האחרות כלולות במסגרת ה-10%. יש קבוצה של יצרנים שהקימו לעצמם בייצור עצמי הם גם קיבלו רשיון לייצור עצמי > ורדי: • אני מבין. זה לא ה-I.P.P.
7,"ג' גל - היו""ר","הלאה גמרנו. ,' חורש: רגע אנה שניידר כאן אחרי המילה ""חיוני"", הוספנו את המילה ""בלבד""."
7,א' שניידר,"כלומר בלבד ""-- ' ""בעל רש י ו ן > י צור עצמי רשאי למכור חשמל לבעל רשיון ספק שירות חיוני ! < ""> חורש : מבלי למכרו לאחר ורדי: . רוצה לשאול שאלת תם עכש י ך אני חשמל ובחלק להשתמש בעצמו ?"
7,ד' ליפשיץ,"- מה קורה אם יצרן פרטי רוצה למכור חלק לחברת הוא רשאי למכור חשמל, הוא לא חייב למכור חשמל"
7,א' שלגי,במקרה כזה הוא ר קבל שני רשיונות .I.P.P ! < ורדי: - הוא יקבל רשיון לייצור עצמי ורשיון של צריך לכתוב שכל יצרן רשאי לקבל את שלושת סוגי הרשיונות.
7,א' שלגי,"כתוב בסעיף 3(ב) ש יכול שיה י ך לו מספר רשיונות ""יכול שיינתן לאדם יותר מרשיון אחד"". ב' אבלין: אולי לאחר "" כןםרף: ""למעט בהגדרה ""רש י נ ו י יצור עצמי רשיון לייצר חשמל לשימוש עצמי בלי למכרך האמור בסעיף 19(ג), כי אחרת יש סתירה לדעתי. תראו מה כתוב ""בל י למכרו לאחר "". מה כתוב ב-19 (ג)? ""רשאי למכור"" יש פה סתירה בין בהגדרה: ההגדרה לבין מה שכתוב בסעיף 19(ג)."
7,א' שניידר,"את צודקת. ב' אבל י ך: לכן אני מציעה לכתוב בהגדרה: ""למעט האמור בסעיף 19(ג)"". הוועדה המשותפת לחוק משק החשמל 28/02/96 - 40 -"
7,א' שניידר,"אפשר בכלל להוריד בהגדרה את ""בלי למכרו לאחר"" ולהשאיר רק ""רשיון ל י י צר חשמל לשימוש עצמי"". א' אבלין: זה גם לא טוב. אולי נכתוב ""למעט האמור בסעיף 19(ג)""."
7,א' שניידר,"אבל זה לא מתאים להגדרה,"
7,א' מעוז,"ואני רק הבהרה. ר ש כאן עניין של יתרונות לגודל. אני מבין שאפשר לקבל שני רשיונות. לדוגמא, אני מקים תחנת כוח של 16 מגוואט, משתמש ב-6 מגוואט מעביר לרשת 10 מגוואט. אני רק רוצה להיות בטוח שאני יכול לקבל את שני הרשיונות האלה על אותה תחנת כוח ולא אצטרך לעשות הפרדה של שתי תחנות כוח. הדברים לא ברורים כל כך. ואני רוצה להיות בטוח בזה."
7,א' שלגי,"סעיף 3(ג) אומר: ""רשיון יינתן לפעילות אחת, למקום או לאזור מוגדר. ר יכול שיינתן לאדם יותר מרשיון אחד"". זה בדיוק מה שאתה רוצה. ורדי: לא, זה לא מה שהוא אומר. הוא אומר דבר נכון: שעל אותו מיתקן יכול להיות שיהיו לו שלושה רשיונות: לייצור עצמי למכירה ו--"
7,א' שלגי,זה יכול להיות. ורדי: אבל זה לא כתוב כאן.
7,א' מעוז,"אני מעוניין שיצרן אחד יוכל לקבל כמה רשיונות בלי שתדרשו מעלה את העלויות ב-15%-20%. הפרדה, כי זה אי שלגי: זה כתוב בדיוק. ורדי: ' זה לא כתוב. כתוב בסעיף 3(ב): ""רשיון יינתן לפעילות אחת"", אז אפשר להגיד: ""מספר רשיונות יינתנו לפעילות אחת"". זה מה שצריך להגיד."
7,ד' ליפשיץ,"למה פעילות? צריך לדבר על מקום, על תחנת כוח מסוימת, לא על פעילות. "" ורדי: אילן תחנה אחרת מעוז חושש שיבוא המנהל לענייני החשמל ויגיד: בשביל ייצור עצמי תעשה הוועדה המשותפת לחוק משק החשמל 28/02/96 עכש י ך סמדר אלחנני האם הכנת נוסח לסעיף של מטרת החוק? ' • ס' אלחנני: 41. הספקה, כן. ""מטרת החוק היא להסדיר את כל הפעילויות במשק החשמל י יצור, הולכה, מכירה וסחר) עבור כל הצרכנים ועל פי המדיניות הכלכלית של הממשלה. אמות המידה להסדרת הפעילויות תהיינה שיפור תנאי האספקה, זמינותה, ט י בה ואיכותה; צמצום העלויות ויצירת תנאים לתחרות בכל פעילות בנפרד""."
7,ר' מוסנזון,"יכול להיות שכדאי להוסיף פומביות ושקיפות. ס' אלחנני: אפשר להוסיף. אני החלטתי על הנוסח של הצהרת גטיסברג. זאת אומרת, מה שפחות זה יותר"
7,ד' תיכון,"אדוני היו""ר מה חשובה לך המטרה?"
7,"ג' גל - היו""ר","בכל חוק מסוג זה יש סעיף המטרה שהוא נותן את הרוח, ואחר כך אם יש פרשנות משפטית הולכים גם אל המטרה. ב' אבלין: אני חושבת שהפירוט בסוגריים: > יצור. הולכה הספקה, מכ י רה וסחר להימחק שמא אחר כך יפרשו שמה שלא נכלל בו איננו בתחום החוק. ס אלחנני: גם אני חושבת שלא צריך לפרט."
7,א' מעוז,לגבי הרצף של הדיון - לי הערה. אם לא הסתיים--
7,"ג' גל - היו""ר","הסח י י ם. , צריך סיימתם את הדיון בסעיף 51(י)? אם הסתיים הדיון, יש"
7,א' מעוז,אז יש לי הערה שכדאי לשמוע אותה.
7,"ג' גל - היו""ר",. מחוץ לשורת הדין.
7,א' מעוז,"יהיו בסעיף (י) מדובר על כך שהתעריפים הקיימים בעת תחילתו של חוק זה בתוקף כל עוד לא שונו על פי הוראות חוק זה. הכוונה היא בוודאי לא לתעריפים אלא לתעריפים ומנגנון עידכונם, כי אי אפשר לשמור על רמת התעריפים. ז' אפיק: כתוב כאן: ""לרבות עדכונם"". הוועדה המשותפת לחוק משק החשמל 28/02/96 - 42 - -"
7,"ג' גל - היו""ר","לגבי מטרת החוק שמעת ? בי נח י י ם הערה אחת הולכה, הספקה, מכירה וסחר. - להוריד את הפירוט: ייצור,"
7,א' שניידר,"ממילא עשינו הגדרה של ""פעילות"" בסעיף ההגדרות, כך שלא צריך את הפירוט כאן."
7,א' מעוז,"' עכש י ן לגבי מטרת החוק - כתוב פה ""על פי המדיניות הכלכלית של הממשלה"". המדיניות הכלכלית של הממשלה, למשל, יכולה להיות - וזה דבר שהוא מאוד לא רצו , כאן להשתמש במשק החשמל כאמצעי לפיזור אוכלוסין, תמיכה בשכבות חלשות וכו'. לא רצוי להכניס כאן את הנושא של המדיניות הכלכלית של הממשלה. אני מציע נן סח אחר > לגמרי ואקריא אותו: ""מטרת החוק הינה להסדיר את כל הפעילויות במשק החשמל במתקני הייצור, ההולכה, החלוקה, האספקה והסחר בחשמל כוונה לנתב משק זה למסלול ש י ש י ג את היעדים הבאים: (א) אספקת חשמל באמינות, באיכות וביעילות ההולמים את צרכיו של המשק בכל מקום ובכל נקודת זמן. (ב) בכפוף לאמור בסעיף (א) לעיל, מזעור עלות אספקת החשמל למשק ובכלל זה יצירת תנאים להתפתחות תחרות. (ג) ייעול השימוש בחשמל באמצעות מדיניות מחירים המשקפת עלותו. (ד) הבטחת זכויותיהם של צרכני החשמל וכל העוסקים באספקתו במקטעיו השונים של משק החשמל"" אם מנסחים את המטרה בצורה זו, כל הוראות תהיינה החוק כפופות למטרה הזו ונשיג את היעילות המקסימלית במשק החשמל. מתוך את ."
7,ר' מוסנזון,אני - ה י י ת י מצ יע גם לנוסח הזה או לנוסח של סמדר אלחנני פומביות ושקיפות הנתונים.
7,ש' ברובנדר,"- להוסיף הבטחת ותפעול משק החשמל אני החוק הזה בעיקרו הוא חוק הסמכה שמקים מנגנונים ואורגנים לצורך תפקוד חושב שזו המטרה הבסיסית של החוק, ולכן אם כבר הולכים בכיוון אז צריך להבין שמהות החוק היא לא דקלרטיבית כפי שהוצע פה אלא הרבה יותר לכיוון האורגנים שהחוק מקים. זה חוק הסמכה."
7,א' שניידר,האורגנים שהחוק מקים באים בעצם לבצע את המטרות של החוק. לכן צריכיות להיות כלליות. המטרות
7,ש' ברובנדר,תחשבי על מה שאמרתי
7,א' שלגי,"בן רערת ההיגוי שקלנו את הנושא של הגדרת המטרה, וראינו שבכל ניסיון לעסוק בהגדרת המטרה נצטרך להיכנס לפרשנויות של סעיפים בתוך החוק והמטרה תגבר על החוק לכן כדי לעקוף את הבעיה, אמרנו שאנחנו נוריד את הגדרת המטרה אחרת אנחנו מסתבכ י ם אם לבקשת יו""ר הוועדה רוצים כן להחזיר את הגדרת המטרה, המטרה צר י כה לה יות הכי כללית שאפשר: ""מטרת החוק היא להסדיר את הפעילויות במשק החשמל לטובת עצמו הוועדה המשותפת לחוק משק החשמל 28/02/96 - 43. משק החשמל"" נקודה. בכל פירוט מעבר לזה בתוך המטרה, אנחנו כבר י ו צר ים במטרה שגוברים על החוק עצמו וזה לא טוב. תנאים "" > שאשא: אני חושב שצריך מאוד לה י זהר מ נ י ס ןח מדיניות כלכלית של הממשלה בדיוק מהטעמים שאילן מעוז העלה. אם כבר מכניסים מטרות, הן צריכות לה י ות קצת י ותר כלכלית זה דבר כל כך רחב שאפשר להכניס לשם בדיוק את המטרות ר ו צ י ם להכ נ י ם מטרות, צר י כ י ם להיות קצת י ותר בכי ורך של אילן מעוז או לחילופין לא להכניס מוגדרות. מדיניות שהחוק לא נועד לשרת. אם ספציפיים ואני כן ה י ית < כן תומך מטרות, ב' שרון: ' , בהתייחס אל דבריו של אסף שלגי אני חושב שכל הדיון בוועדה ממחיש בדיוק עד כמה הדברים אינם פשוטים. כשמדברים על טובת משק החשמל וצרכני החשמל ר ש הבדל איך אני רואה את זה ואיך רואה את זה חברת חשמל וכל אחד מסביב לשולחן. לכן המטרות האלה חיוניות על מנת שרוח הדברים ששררה פה בישיבה ושאתה הובלת, תשרה על כל הסעיפים בחוק, גם אותם אלה שלא הגענו לטפל בהם. די ' ליפשיץ: בלבד לשפר הפירוט גם אני חושבת שאם קובעים מטרה היא צריכה להיות כללית ובוודאי לא שמ ן פ י ע בהצעה של סמדר כחלק מאמות המידה, כי מדובר למשל על שיפור תנאי האספקה כאשר דווקא האספקה היא הפעילות שאין לגביה הגדרה. יך צא כאילו לא צריך את ההולכה ו את הדברים האחרים אלא רק את האספקה. אם קובעים פה הוראה כלשה > היא צריכה באמת להיות מאוד כללית לדבר על השירות, על ש י פור השירות. אני חושבת שעדיף להישאר ברמה מאוד-מאוד כללית. ב' אבלין: יש לי הצעת נוסח: ""מטרת החוק היא להסדיר את פעילות משק החשמל על-ידי מערך ר י ש ר < כדי להבטיח רמת שירות ודרך נאותה לקביעת תעריפים לטובת ציבור הצרכנים"". > שאשא: מה עם יעילות?"
7,ט' שטיין,"אנחנו במשרד המשפט י ם התלבטנו קשות אם אפשר לנסח סעיף מטרה, שהוא מאוד- 7 מאוד מסובך בין היתר סעיף כזה כפי שנוסח, יכול אולי להתנגש עם סעיף בתיקון לגבי מדיניות הממשלה בתחום מבנה משק החשמל, רמת השירותים לציבור הצרכנים. כמו שאתה אמרת, אנחנו לא בטוחים מה יהיה היחס בין הסעיפים. הזכיונות המקורית היה איזשהו סעיף, נדמה לי סעיף 21, שהכותרת שלו היא: להעדיף צרכן על פני רעהו"". אולי כדאי שנלך לכיוון הזה. , המוצע ציבור בפקודת ""אין חורש: י ש קוש < בהצעה של סמדר אלחנני. כשבאים ומדברים רק על טובת הצרכנים בלי האיזון בין טובת משק החשמל הנושא הזה יכול לה י ו ת בע י י ת י . בפסקה השנייה של סמדר מדו בר על יצירת תנאים תחרותיים בכל פעילות. יש פעילויות שאין בהן תחרות, ההולכה והחלוקה אלו מנופולים טבעיים ואין שם תחרות. הצעת "" הוועדה המשותפת לחוק משק החשמל 28/02/96 ב' אבלין: אולי נוותר על זה?"
